host_neighbourhood,host_identity_verified,neighbourhood,city,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
Santa Clara,t,Mountain View,San Francisco,94039,Shared room in home,Shared room,3,1,1,4,30,60,90,365,14,4.57,4.64,4.5,4.93,4.86,4.93,4.64
California,t,California,California,95129,Private room in home,Private room,1,1,1,1,30,60,90,365,7,4.57,3.86,4.71,4.71,4.71,4.86,4.43
Santa Clara,t,Santa Clara,Los Altos,95054,Entire townhouse,Entire home/apt,6,1,3,5,12,36,50,317,137,4.87,4.93,4.89,4.97,4.94,4.92,4.75
Palo Alto,t,Palo Alto,Palo Alto,94306,Private room in townhouse,Private room,1,1,1,1,12,40,70,344,59,4.98,4.98,4.98,5,5,4.97,4.97
Los Altos,t,Los Altos,Los Altos,94022,Entire condo,Entire home/apt,2,1,1,1,0,0,0,261,32,4.9,4.81,4.9,4.87,4.94,4.84,4.81
Santa Clara,t,Mountain View,San Francisco,94039,Shared room in home,Shared room,4,1,1,4,30,60,90,365,22,4.91,4.82,4.45,5,5,5,4.82
Mountain View,t,Mountain View,Mountain View,94043,Private room in home,Private room,1,1,1,1,0,0,0,134,20,4.8,4.85,4.9,4.95,4.95,4.85,4.65
Sunnyvale,t,Sunnyvale,Sunnyvale,94085,Private room in home,Private room,2,1,1,1,4,10,40,220,38,4.74,4.89,4.61,4.84,4.79,4.82,4.84
Mountain View,t,Mountain View,Mountain View,94041,Private room in home,Private room,2,1,1,2,0,10,20,20,103,4.96,4.98,4.85,5,5,4.99,4.9
North San Jose,t,Saratoga,California,95070,Private room in home,Private room,1,1,1,1,30,60,90,365,12,4.42,4.83,4,4.75,4.83,4.67,4.42
California,t,Saratoga,California,95070,Entire home,Entire home/apt,4,1,2,3,0,3,33,284,45,4.48,4.51,4.33,4.79,4.74,4.74,4.6
Los Gatos,t,Los Gatos,Los Gatos,95032,Entire rental unit,Entire home/apt,4,1,2,2,30,60,90,364,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Palo Alto,t,Santa Clara,Santa Clara,94303,Entire rental unit,Entire home/apt,6,1,2,2,30,60,90,365,1,5,5,5,5,5,5,5
West Valley,t,San Jose,Taipei,95128,Entire loft,Entire home/apt,4,1,2,2,7,29,59,323,445,4.86,4.92,4.73,4.91,4.95,4.99,4.83
Mountain View,t,Mountain View,Mountain View,94041,Entire guesthouse,Entire home/apt,2,1,1,1,7,26,55,55,217,4.95,4.99,4.96,4.99,4.98,4.98,4.91
Alviso,t,San Jose,San Jose,95002,Private room in home,Private room,1,1,1,1,0,0,0,262,7,4.86,4.57,4.71,5,5,4.57,4.86
Santa Clara,f,Mountain View,Mountain View,94040,Entire rental unit,Entire home/apt,4,1,2,2,4,34,64,154,11,4.82,5,4.82,4.73,5,5,4.73
Berryessa,t,San Jose,California,95132,Entire home,Entire home/apt,5,1,3,3,0,0,0,45,44,4.67,4.76,4.67,4.93,4.95,4.67,4.57
Evergreen,t,San Jose,San Jose,95135,Private room in home,Private room,1,1,1,1,18,48,78,353,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Los Gatos,t,Los Gatos,Los Gatos,95032,Private room in home,Private room,2,1,1,1,0,0,0,261,11,4.18,4.55,4.45,4.55,4.55,4.73,4.18
Santa Clara,t,Santa Clara,Santa Clara,95054,Private room in townhouse,Private room,1,1,1,1,0,0,16,195,26,4.88,4.85,4.77,4.85,4.96,4.81,4.69
Santa Cruz,t,San Jose,Santa Clara,95126,Entire guest suite,Entire home/apt,4,1,1,3,15,35,43,318,126,4.66,4.76,4.8,4.88,4.9,4.75,4.59
Mountain View,t,Santa Clara,California,95054,Entire home,Entire home/apt,6,1,3,4,17,47,77,166,134,4.97,4.96,4.98,4.98,4.97,4.89,4.89
Palo Alto,t,Palo Alto,Palo Alto,94036,Entire guest suite,Entire home/apt,5,1,2,3,6,9,21,264,269,4.97,4.98,4.99,4.98,4.98,4.97,4.9
Mountain View,t,Mountain View,Mountain View,94043,Entire guesthouse,Entire home/apt,2,1,1,1,24,54,84,359,350,4.89,4.92,4.9,4.96,4.92,4.91,4.84
Edenvale,t,San Jose,San Jose,95136,Private room in home,Private room,1,1,1,1,16,41,57,326,147,4.9,4.97,4.88,4.98,4.97,4.81,4.92
Sunnyvale,f,Sunnyvale,California,94085,Entire home,Entire home/apt,3,1,3,3,0,0,22,297,78,4.42,4.68,4.13,4.76,4.87,4.63,4.67
Mountain View,f,Mountain View,Mountain View,94040,Private room in home,Private room,2,1,1,1,0,0,0,75,183,4.75,4.83,4.78,4.82,4.73,4.88,4.86
Shasta/Hanchett Park,t,San Jose,San Jose,95126,Entire cottage,Entire home/apt,3,1,2,2,14,37,67,157,81,4.99,5,5,4.99,4.99,4.98,4.94
Sunnyvale,t,Sunnyvale,San Francisco,94087,Private room in home,Private room,2,1,1,1,30,60,90,365,51,4.69,4.69,4.46,4.92,4.96,4.82,4.59
San Francisco,t,Milpitas,San Francisco,95035,Private room in home,Private room,1,1,3,1,10,40,70,343,2,5,5,5,5,5,5,5
Santa Clara,t,Mountain View,San Francisco,94041,Shared room in home,Shared room,4,1,1,4,30,60,90,365,23,4.91,4.74,4.39,4.87,4.96,4.96,4.48
Downtown,t,San Jose,San Jose,95112,Entire home,Entire home/apt,4,1,2,2,14,34,51,51,204,4.93,4.94,4.96,4.98,4.99,4.82,4.88
Evergreen,t,San Jose,San Jose,95148,Entire guest suite,Entire home/apt,2,1,1,1,0,6,36,311,177,4.95,4.96,4.98,4.95,4.96,4.83,4.92
Santa Cruz,t,San Jose,Santa Clara,95053,Private room in home,Private room,1,1,1,1,30,60,89,364,3,4.67,4.67,4.67,4.67,4.67,4.67,4.67
Santa Clara,t,Santa Clara,Santa Clara,95150,Private room in home,Private room,2,1,1,1,0,0,0,0,4,5,5,5,5,5,5,5
Palo Alto,t,Palo Alto,Palo Alto,94036,Entire home,Entire home/apt,1,1,1,1,1,1,1,1,250,4.96,4.99,4.98,4.98,4.98,4.96,4.87
Mountain View,t,Mountain View,Mountain View,94039,Entire home,Entire home/apt,6,1,3,6,20,50,80,355,69,4.94,4.93,4.82,4.99,4.99,4.99,4.81
Santa Clara,f,Santa Clara,Mountain View,95051,Entire townhouse,Entire home/apt,6,1,3,3,0,15,45,134,18,4.56,4.56,4.72,4.44,4.5,4.67,4.44
West Valley,t,San Jose,San Jose,95128,Entire condo,Entire home/apt,3,1,1,1,18,48,78,353,65,4.8,4.84,4.92,4.98,4.97,4.98,4.75
North San Jose,t,San Jose,Salem,95134,Entire rental unit,Entire home/apt,4,1,1,2,0,0,0,0,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Los Gatos,t,Los Gatos,Los Gatos,95030,Entire rental unit,Entire home/apt,2,1,1,1,0,0,4,183,49,4.92,4.96,4.89,5,5,5,4.87
Monte Sereno,t,Monte Sereno,Monte Sereno,95030,Private room in guesthouse,Private room,2,1,1,1,3,7,16,194,206,4.93,4.96,4.99,4.98,4.98,4.98,4.91
Rose Garden,t,San Jose,California,95126,Private room in home,Private room,2,1,1,1,1,1,1,1,11,4.73,5,4.9,5,5,5,4.78
Los Altos,t,Los Altos,Los Altos,94022,Entire guest suite,Entire home/apt,2,1,1,1,30,60,85,175,161,4.96,4.95,4.97,4.97,4.98,4.91,4.83
Los Altos,f,Los Altos,Los Altos,94024,Entire guest suite,Entire home/apt,1,1,1,1,1,1,1,78,5,4.2,4.6,4,5,5,5,5
Mountain View,t,Mountain View,Mountain View,94041,Entire townhouse,Entire home/apt,7,1,3,3,27,55,84,359,49,4.53,4.53,4.63,4.59,4.6,4.55,4.33
North San Jose,t,San Jose,San Jose,95134,Entire condo,Entire home/apt,3,1,1,1,6,21,51,133,331,4.78,4.88,4.74,4.9,4.94,4.88,4.77
Los Altos,f,Los Altos,Los Altos,94024,Private room in home,Private room,1,1,1,1,30,60,90,180,69,4.93,4.94,4.94,4.99,4.99,4.84,4.81
Santa Clara,t,Santa Clara,Santa Clara,95054,Entire home,Entire home/apt,8,1,2,3,30,60,90,365,39,4.92,4.89,4.84,4.97,4.92,4.89,4.82
Mountain View,t,Mountain View,Mountain View,94040,Entire rental unit,Entire home/apt,4,1,1,1,0,0,0,264,45,4.89,4.93,4.78,4.96,4.93,4.96,4.84
Sunnyvale,t,Sunnyvale,Sunnyvale,94085,Private room in home,Private room,2,1,1,1,7,37,67,247,46,4.74,4.87,4.72,4.93,4.89,4.8,4.83
West Valley,t,San Jose,San Jose,95130,Private room in bungalow,Private room,2,1,1,1,0,0,0,118,332,4.97,4.98,4.93,4.99,4.99,4.94,4.95
Los Altos,t,Los Altos,United States,94022,Private room in home,Private room,1,1,1,1,27,57,87,87,12,4.92,4.83,4.75,4.83,4.92,4.83,4.75
Santa Clara,t,Santa Clara,Santa Clara,95054,Entire home,Entire home/apt,8,1,3,3,30,60,90,365,21,4.86,4.86,4.81,5,5,4.95,4.81
Downtown,t,San Jose,San Jose,95192,Private room in rental unit,Private room,1,1,1,1,0,1,1,227,416,4.56,4.78,4.39,4.86,4.88,4.88,4.65
South San Jose,t,San Jose,San Jose,95121,Private room in home,Private room,2,1,1,1,28,58,88,363,15,4.87,4.87,4.87,5,4.93,4.53,4.8
Sunnyvale,t,Sunnyvale,Sunnyvale,94807,Private room in townhouse,Private room,2,1,1,1,0,0,1,276,131,4.73,4.87,4.71,4.89,4.91,4.89,4.81
Mountain View,t,Mountain View,Mountain View,94043,Entire rental unit,Entire home/apt,2,1,1,1,4,4,4,26,5,4.6,4.8,4.8,4.4,4.8,4.6,4.6
Edenvale,t,San Jose,San Jose,95136,Private room in home,Private room,1,1,1,1,0,30,60,335,104,4.93,4.98,4.9,4.97,4.9,4.9,4.97
Cambrian/Pioneer,f,San Jose,San Jose,95124,Private room in home,Private room,2,1,1,1,0,18,48,100,49,4.94,4.88,4.88,4.98,4.94,4.94,4.9
Palo Alto,t,Palo Alto,Palo Alto,94303,Private room in home,Private room,2,1,1,1,0,0,0,49,333,4.92,4.95,4.95,4.95,4.95,4.9,4.87
Palo Alto,t,Palo Alto,Palo Alto,94306,Private room in home,Private room,1,1,1,1,0,0,0,275,59,4.78,4.86,4.69,4.95,4.95,4.95,4.76
Los Gatos,t,Los Gatos,Los Gatos,95030,Entire rental unit,Entire home/apt,2,1,1,1,2,16,46,225,41,4.9,4.93,4.8,4.95,5,4.95,4.73
West Valley,t,Cupertino,Cupertino,95129,Private room in rental unit,Private room,2,1,1,1,0,0,0,0,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Santa Clara,t,Santa Clara,Santa Clara,95051,Private room in home,Private room,1,1,1,1,30,60,90,270,6,4.83,4.5,5,5,4.83,4.67,4.5
South San Jose,t,San Jose,San Jose,95121,Private room in home,Private room,1,1,1,1,28,58,88,363,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Palo Alto,t,Palo Alto,San Francisco,94303,Entire rental unit,Entire home/apt,2,1,1,1,0,0,17,17,36,4.86,4.86,4.94,4.78,4.97,4.67,4.81
Mountain View,t,Mountain View,San Francisco,94043,Private room in townhouse,Private room,1,1,1,1,3,3,3,25,60,4.98,4.97,5,5,5,4.95,4.95
San Jose,t,San Jose,San Jose,95014,Entire condo,Entire home/apt,4,1,2,2,30,60,90,364,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Edenvale,t,San Jose,San Jose,95136,Entire home,Entire home/apt,6,1,3,3,14,44,74,348,19,4.35,4.35,3.94,4.82,4.88,4.71,4.24
Los Gatos,f,Los Gatos,Los Gatos,95030,Entire guesthouse,Entire home/apt,1,1,1,1,5,12,21,116,71,4.92,4.94,4.91,4.97,5,4.99,4.96
Central San Jose,t,San Jose,San Jose,95113,Private room in home,Private room,2,1,1,1,2,20,50,325,44,4.68,4.82,4.56,4.95,4.95,4.67,4.72
Central San Jose,t,San Jose,San Jose,95110,Private room in home,Private room,2,1,1,1,2,2,2,2,37,4.46,4.83,4.31,4.83,4.86,4.61,4.58
Sunnyvale,t,Sunnyvale,Sunnyvale,94085,Private room in home,Private room,1,1,1,1,11,41,71,251,29,4.76,4.9,4.72,4.93,4.97,4.79,4.79
Palo Alto,t,Palo Alto,Palo Alto,94301,Private room in home,Private room,1,1,1,1,0,0,0,261,121,4.95,4.95,4.93,4.96,4.95,4.93,4.82
Cupertino,t,Cupertino,Cupertino,95014,Entire guesthouse,Entire home/apt,2,1,1,1,0,0,8,282,46,4.87,4.87,4.74,4.93,4.87,4.93,4.85
West Valley,t,San Jose,San Jose,95129,Private room in guest suite,Private room,2,1,1,1,0,0,0,261,28,4.93,4.93,4.93,4.96,4.96,4.93,4.82
Palo Alto,t,Palo Alto,Palo Alto,94301,Entire rental unit,Entire home/apt,4,1,2,2,12,37,58,90,167,4.78,4.84,4.84,4.94,4.95,4.98,4.66
Palo Alto,f,Palo Alto,Palo Alto,94301,Entire guest suite,Entire home/apt,2,1,1,1,0,2,2,2,47,4.96,4.96,4.91,5,5,4.98,4.89
Palo Alto,t,Palo Alto,Palo Alto,94306,Private room in home,Private room,1,1,1,1,0,0,16,291,22,4.95,4.9,4.62,5,5,5,4.77
Palo Alto,f,Palo Alto,Palo Alto,94301,Entire cottage,Entire home/apt,2,1,1,1,3,33,62,62,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Palo Alto,t,Palo Alto,Palo Alto,94036,Entire guest suite,Entire home/apt,2,1,1,1,11,37,67,342,353,4.9,4.92,4.95,4.97,4.96,4.97,4.84
Alum Rock,t,San Jose,San Jose,95127,Private room in home,Private room,1,1,1,1,0,0,0,0,71,4.97,4.97,5,5,5,4.96,4.99
Alum Rock,t,San Jose,San Jose,95127,Private room in home,Private room,1,1,1,1,0,0,0,0,72,5,4.99,4.99,5,5,4.96,5
Edenvale,t,San Jose,San Jose,95136,Private room in home,Private room,1,1,1,1,3,20,20,191,46,4.96,4.93,4.93,4.98,4.98,4.82,4.93
Cupertino,t,Cupertino,Cupertino,95129,Entire home,Entire home/apt,1,1,1,1,1,1,16,105,179,4.9,4.98,4.97,4.96,4.93,4.93,4.89
Palo Alto,t,Palo Alto,Palo Alto,94303,Entire home,Entire home/apt,5,1,3,4,26,53,83,358,115,4.65,4.74,4.7,4.94,4.93,4.73,4.55
Santa Clara,t,Santa Clara,Santa Clara,95050,Private room in home,Private room,2,1,1,1,0,0,0,0,113,4.73,4.86,4.75,4.95,4.97,4.84,4.73
Edenvale,t,San Jose,San Jose,95123,Private room in townhouse,Private room,1,1,1,1,0,0,0,0,131,4.89,4.92,4.93,4.94,4.96,4.74,4.88
San Jose,t,San Jose,San Jose,95120,Entire home,Entire home/apt,6,1,4,5,13,13,17,159,47,4.89,4.94,4.85,4.96,4.98,4.83,4.68
Mountain View,t,Mountain View,Mountain View,94041,Private room in home,Private room,1,1,1,1,0,0,0,107,160,4.98,4.97,4.98,4.98,4.98,4.96,4.9
Palo Alto,t,Palo Alto,Palo Alto,94036,Private room in home,Private room,1,1,1,1,2,2,2,2,58,4.9,4.95,4.95,4.96,4.98,4.96,4.82
Edenvale,f,San Jose,San Jose,95119,Private room in home,Private room,2,1,1,1,0,17,47,321,211,4.89,4.9,4.91,4.96,4.94,4.89,4.88
Palo Alto,t,Palo Alto,Palo Alto,94303,Entire home,Entire home/apt,13,1,7,11,12,39,66,155,213,4.78,4.76,4.78,4.9,4.98,4.91,4.64
Northstar Resort,t,Los Altos,Los Altos,94024,Entire home,Entire home/apt,8,1,4,6,0,0,0,0,1,5,5,5,5,5,5,5
Santa Clara,t,Santa Clara,California,95051,Entire home,Entire home/apt,10,1,4,5,0,0,0,0,96,4.86,4.91,4.88,4.96,4.97,4.9,4.79
Mountain View,t,Mountain View,Mountain View,94041,Private room in home,Private room,1,1,1,1,0,0,0,170,35,4.57,4.63,4.4,4.69,4.74,4.74,4.63
Cambrian/Pioneer,f,San Jose,San Jose,95124,Private room in home,Private room,1,1,1,1,7,11,19,108,25,4.92,4.88,4.92,5,5,5,4.96
Santa Clara,t,Santa Clara,Santa Clara,95126,Private room in rental unit,Private room,2,1,1,1,0,0,0,0,2,0,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Mountain View,t,Mountain View,Mountain View,94043,Private room in home,Private room,1,1,1,1,30,60,90,365,36,4.94,5,4.89,4.94,4.94,4.92,4.78
Santa Clara,t,Santa Clara,Santa Clara,95054,Private room in home,Private room,2,1,1,1,13,43,73,348,10,4.6,4.5,4.7,5,4.9,4.8,4.8
Campbell,t,Campbell,Campbell,95008,Private room in home,Private room,1,1,1,1,0,0,0,261,111,4.68,4.75,4.73,4.81,4.81,4.79,4.75
Santa Clara,t,Santa Clara,Santa Clara,95052,Entire home,Entire home/apt,4,1,2,2,30,60,90,365,27,4.96,5,4.96,5,5,4.96,4.85
Santa Clara,t,Santa Clara,Santa Clara,95054,Private room in home,Private room,2,1,1,1,26,52,82,357,346,4.87,4.96,4.94,4.94,4.94,4.84,4.86
Reno,f,Saratoga,Reno,95070,Entire home,Entire home/apt,2,1,1,1,12,12,41,41,4,4.5,4.33,5,4.67,4.33,5,4.67
Santa Clara,t,Santa Clara,Santa Clara,95052,Private room in home,Private room,2,1,1,1,26,56,86,361,29,4.79,4.78,4.85,4.85,4.89,4.85,4.7
Palo Alto,t,Palo Alto,California,94306,Private room in home,Private room,2,1,1,1,0,0,10,261,28,4.82,4.85,4.74,4.96,4.96,5,4.78
Shasta/Hanchett Park,t,San Jose,San Jose,95126,Private room in rental unit,Private room,2,1,1,1,0,0,0,0,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Central San Jose,f,San Jose,American Fork,95110,Entire home,Entire home/apt,6,1,3,4,0,17,46,46,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
West Valley,t,San Jose,San Jose,95128,Entire condo,Entire home/apt,4,1,1,1,26,56,86,361,46,4.98,4.98,4.87,4.98,5,5,4.91
West Valley,t,San Jose,San Francisco,95129,Private room in home,Private room,3,1,1,1,0,0,0,0,13,4.92,5,4.77,4.85,5,4.77,4.85
Mountain View,t,Mountain View,Mountain View,94043,Private room in condo,Private room,2,1,1,2,0,0,0,0,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Willow Glen,t,San Jose,San Jose,95125,Entire townhouse,Entire home/apt,2,1,1,1,0,20,50,322,45,4.82,4.95,4.91,4.84,4.88,5,4.86
San Jose,t,San Jose,San Jose,95128,Entire rental unit,Entire home/apt,2,1,1,2,0,0,0,261,23,4.57,4.64,4.41,4.95,4.95,4.64,4.27
Mountain View,t,Mountain View,Mountain View,94041,Private room in home,Private room,2,1,2,1,1,19,49,324,18,4.76,4.82,4.53,4.76,4.88,4.88,4.88
Sunnyvale,t,Sunnyvale,Sunnyvale,94085,Private room in home,Private room,1,1,1,1,0,0,0,273,27,4.96,5,4.67,4.96,4.96,4.96,4.96
Downtown,t,San Jose,San Jose,95112,Entire home,Entire home/apt,8,1,4,4,20,50,75,254,59,4.93,4.95,4.84,4.9,4.98,4.83,4.86
Palo Alto,t,Palo Alto,Mountain View,94036,Entire home,Entire home/apt,3,1,1,3,5,7,7,56,167,4.7,4.76,4.72,4.95,4.91,4.98,4.61
North San Jose,t,San Jose,San Jose,95134,Private room in rental unit,Private room,2,1,1,1,0,0,0,0,25,4.68,4.88,4.71,4.92,4.88,4.92,4.84
Palo Alto,t,Palo Alto,Palo Alto,94301,Entire home,Entire home/apt,7,1,4,4,0,0,0,90,21,5,4.95,4.95,5,5,4.95,4.95
Los Gatos,t,Los Gatos,Los Gatos,95030,Entire home,Entire home/apt,6,1,5,7,0,0,0,113,24,5,4.96,4.83,5,5,5,4.83
Sunnyvale,t,Sunnyvale,Sunnyvale,94085,Private room in home,Private room,1,1,1,1,0,0,6,281,23,4.83,4.87,4.83,5,4.96,4.78,4.74
Sunnyvale,t,Sunnyvale,Sunnyvale,94087,Private room in home,Private room,2,1,1,1,6,15,33,308,244,4.95,4.98,4.97,4.94,4.94,4.94,4.95
Milpitas,t,Milpitas,Milpitas,95035,Private room in townhouse,Private room,1,1,1,1,0,0,0,0,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Santa Cruz,t,San Jose,Santa Clara,95125,Entire home,Entire home/apt,2,1,1,1,19,49,79,354,101,4.59,4.8,4.85,4.81,4.89,4.81,4.58
Santa Cruz,f,San Jose,Los Gatos,95126,Private room in townhouse,Private room,1,1,1,1,0,0,0,268,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Santa Clara,t,Santa Clara,Santa Clara,95054,Private room in home,Private room,2,1,1,1,0,26,56,331,67,4.73,4.89,4.81,4.82,4.82,4.82,4.77
Santa Cruz,t,Santa Clara,Santa Clara,95125,Entire home,Entire home/apt,4,1,1,3,25,41,41,282,50,4.8,4.84,4.88,4.81,4.98,4.89,4.7
Santa Cruz,t,San Jose,Santa Clara,95125,Entire guest suite,Entire home/apt,5,1,1,3,22,52,82,357,46,4.8,4.8,4.78,4.91,4.98,4.87,4.59
West Valley,t,San Jose,San Jose,95129,Private room in home,Private room,4,1,2,2,14,35,62,222,17,5,5,4.94,5,5,4.94,4.94
Central San Jose,t,San Jose,San Jose,95112,Private room in home,Private room,3,1,2,3,28,58,88,363,191,4.87,4.9,4.8,4.96,4.97,4.66,4.91
Palo Alto,t,Palo Alto,Palo Alto,94301,Entire rental unit,Entire home/apt,3,1,1,2,18,44,74,164,88,4.77,4.91,4.91,4.92,4.95,4.94,4.65
Mountain View,t,Mountain View,Mountain View,94043,Entire townhouse,Entire home/apt,3,1,3,3,27,57,87,362,8,4.86,4.86,4.86,5,5,5,4.43
Willow Glen,t,San Jose,San Jose,95125,Private room in home,Private room,4,1,1,3,28,51,81,356,82,4.76,4.79,4.77,4.89,4.89,4.83,4.79
West Valley,t,San Jose,San Jose,95130,Private room in home,Private room,1,1,1,1,28,58,88,363,3,5,5,5,5,5,5,5
Palo Alto,t,Palo Alto,Palo Alto,94301,Entire rental unit,Entire home/apt,3,1,1,2,0,0,0,0,86,4.95,4.93,4.96,4.98,4.95,4.98,4.88
Los Gatos,t,Los Gatos,Los Gatos,95130,Entire guest suite,Entire home/apt,3,1,1,2,14,30,60,335,537,4.89,4.92,4.91,4.98,4.97,4.91,4.88
San Jose,t,San Jose,San Jose,95119,Entire home,Entire home/apt,4,1,3,3,0,21,46,131,10,4.63,4.75,4.5,4.88,4.88,4.63,4.5
Berryessa,t,United States,United States,95050,Entire home,Entire home/apt,7,1,3,5,25,52,76,344,83,4.76,4.86,4.61,4.88,4.83,4.76,4.72
Palo Alto,t,Palo Alto,Palo Alto,94301,Entire home,Entire home/apt,2,1,1,1,21,39,69,156,160,4.88,4.94,4.86,4.95,4.98,4.93,4.75
Five Wounds/Brookwood Terrace,t,San Jose,San Jose,95116,Entire home,Entire home/apt,6,1,2,2,0,0,0,0,4,5,5,5,5,5,4.33,4.67
Los Altos,t,Mountain View,Mountain View,94039,Private room in home,Private room,1,1,1,1,30,60,89,89,154,4.9,4.95,4.99,4.95,4.95,4.92,4.79
West Valley,t,San Jose,San Jose,95130,Shared room in home,Shared room,1,1,1,4,0,0,0,270,38,5,4.97,4.92,5,5,4.79,4.97
Palo Alto,t,Palo Alto,Palo Alto,94306,Private room in villa,Private room,1,1,1,1,2,3,18,293,69,4.77,4.78,4.68,4.88,4.81,4.87,4.88
West Valley,t,San Jose,San Jose,95128,Entire loft,Entire home/apt,4,1,1,1,8,27,52,320,252,4.98,5,4.97,4.99,4.99,4.97,4.92
Naglee Park,t,San Jose,San Jose,95112,Private room in home,Private room,1,1,1,1,4,23,23,278,36,4.94,4.83,5,4.97,4.94,4.92,4.86
Naglee Park,t,San Jose,San Jose,95112,Private room in home,Private room,1,1,1,1,16,43,73,348,30,5,4.97,4.97,5,5,4.8,5
Willow Glen,t,San Jose,San Jose,95125,Entire home,Entire home/apt,6,1,3,3,1,1,29,297,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Naglee Park,t,San Jose,San Jose,95112,Private room in home,Private room,1,1,1,1,0,0,0,261,29,4.93,5,4.96,4.96,5,4.78,4.93
Cupertino,t,Cupertino,Cupertino,94024,Entire guest suite,Entire home/apt,4,1,1,2,4,34,64,339,24,4.58,4.55,4.41,4.91,4.96,4.96,4.61
Palo Alto,t,Palo Alto,Palo Alto,94036,Private room in condo,Private room,1,1,1,1,30,60,90,365,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
West Valley,t,San Jose,San Jose,95130,Shared room in home,Shared room,1,1,1,4,30,60,90,365,39,4.9,4.92,4.82,4.92,4.92,4.74,4.82
Willow Glen,t,San Jose,San Jose,95125,Private room in home,Private room,3,1,1,2,0,23,53,328,82,4.8,4.85,4.8,4.8,4.94,4.83,4.8
Santa Clara,t,San Jose,San Francisco,95112,Shared room in home,Shared room,4,1,1,3,30,60,90,365,21,4.86,4.81,4.33,4.95,5,4.62,4.86
Santa Clara,t,Santa Clara,Santa Clara,95051,Private room in home,Private room,2,1,1,1,29,59,89,364,6,5,4.83,4.83,4.83,4.83,5,4.83
Santa Clara,t,Santa Clara,Santa Clara,95050,Tiny home,Entire home/apt,2,1,1,1,6,15,19,275,171,4.89,4.91,4.85,4.96,4.96,4.87,4.82
Palo Alto,t,Palo Alto,Palo Alto,94303,Entire home,Entire home/apt,4,1,3,3,0,0,0,0,1,5,5,5,5,5,5,5
Santa Clara,t,Mountain View,San Francisco,94041,Shared room in home,Shared room,2,1,1,4,30,60,90,365,10,4.6,4.7,4.2,5,4.9,5,4.6
Santa Clara,t,Mountain View,San Francisco,94041,Shared room in home,Shared room,4,1,1,4,15,45,75,350,15,4.53,4,4,4.93,5,5,4.4
Forest/Pruneridge,t,San Jose,San Jose,95117,Private room in guest suite,Private room,2,1,1,1,28,58,88,363,229,4.93,4.98,4.96,4.96,4.93,4.95,4.92
Los Gatos,t,Los Gatos,Los Gatos,95032,Entire home,Entire home/apt,5,1,4,4,0,0,0,92,9,5,5,4.89,5,5,5,5
Clawson,t,San Jose,Oakland,95112,Treehouse,Entire home/apt,2,1,1,1,27,55,85,360,205,4.89,4.87,4.8,4.96,4.93,4.81,4.69
Saratoga,t,Saratoga,Saratoga,95070,Private room in home,Private room,1,1,1,1,30,60,90,365,28,4.71,4.89,4.63,4.93,5,4.89,4.81
Sunnyvale,t,Sunnyvale,Los Gatos,94807,Entire guesthouse,Entire home/apt,3,1,1,1,0,17,47,174,48,4.98,4.96,4.98,5,4.98,4.96,4.81
Mountain View,t,Mountain View,Mountain View,94041,Private room in home,Private room,2,1,1,1,0,27,57,102,14,4.86,4.93,4.79,4.93,5,4.86,4.86
Santa Clara,t,Mountain View,San Francisco,94041,Shared room in home,Shared room,4,1,1,4,30,60,90,365,16,4.94,4.75,4.75,5,5,5,5
Santa Clara,t,Sunnyvale,San Francisco,94085,Shared room in home,Shared room,6,1,1,4,30,60,90,365,3,4.67,4.5,3,5,5,4.5,4.5
Los Gatos,t,Los Gatos,Los Gatos,95032,Entire guesthouse,Entire home/apt,2,1,1,2,0,0,17,184,26,4.92,4.96,4.88,5,5,5,4.85
Rose Garden,t,San Jose,San Jose,95126,Entire home,Entire home/apt,4,1,1,1,14,44,74,349,1,5,5,5,5,5,5,5
