host_neighbourhood,host_identity_verified,neighbourhood,city,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,square_feet,security_deposit,cleaning_fee,guests_included,extra_people,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy
West Valley,t,San Jose,San Jose,95130,Shared room in home,Shared room,1,1,1,4,Real Bed,718.1781305,100,50,1,20,29,59,89,364,35,96.6,9.72,9.42,9.72,9.82,8.92,9.66,strict
West Valley,t,San Jose,San Jose,95130,Shared room in home,Shared room,1,1,1,4,Real Bed,718.1781305,95,15,1,0,6,36,66,341,33,99.4,9.94,9.52,9.94,10,9.76,9.58,flexible
Alum Rock,t,San Jose,San Jose,95127,Entire home,Entire home/apt,12,1,4,7,Real Bed,718.1781305,100,30,1,0,5,28,53,320,207,98.4,9.84,9.62,9.86,9.94,9.74,9.78,flexible
Santa Clara,t,Mountain View,San Francisco,94041,Shared room in home,Shared room,4,1,1,4,Real Bed,718.1781305,100,50,2,10,6,36,66,341,29,94.4,9.38,8.82,9.86,9.42,10,9.28,strict
West Valley,t,San Jose,San Jose,95130,Entire guesthouse,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,20,1,0,0,15,36,288,159,99.2,9.94,9.92,9.94,9.96,9.84,9.92,moderate
Palo Alto,t,Palo Alto,Palo Alto,94306,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,19,41,62,78,124,99.6,9.92,9.94,9.96,10,9.9,9.8,flexible
West Valley,t,San Jose,San Jose,95130,Shared room in home,Shared room,1,1,1,4,Real Bed,718.1781305,100,50,1,25,6,6,6,6,24,100,9.58,9.34,9.92,10,9.76,9.92,strict
Mountain View,t,Mountain View,Mountain View,94039,Entire rental unit,Entire home/apt,5,1,2,3,Real Bed,718.1781305,100,10,1,0,12,40,68,323,263,97.4,9.82,9.7,9.92,9.94,9.64,9.52,moderate
Campbell,t,Campbell,Campbell,95008,Entire rental unit,Entire home/apt,5,1,2,3,Real Bed,718.1781305,100,50,1,0,0,0,0,0,150,98.2,9.84,9.88,9.86,9.78,9.92,9.66,strict
Santa Clara,t,Santa Clara,Santa Clara,95054,Private room in condo,Private room,1,1,1,1,Real Bed,718.1781305,95,50,1,10,0,0,17,292,18,97.8,9.66,9.88,9.78,9.56,10,9.56,moderate
West Valley,t,San Jose,San Jose,95130,Shared room in home,Shared room,1,1,1,4,Real Bed,718.1781305,300,50,2,0,30,60,90,365,37,98.4,9.94,9.78,9.94,9.94,9.4,9.72,strict
West Valley,t,San Jose,San Jose,95130,Shared room in home,Shared room,1,1,1,4,Real Bed,718.1781305,150,10,1,10,18,48,78,353,44,97.8,9.78,9.6,9.96,9.9,9.5,9.72,flexible
West Valley,t,San Jose,San Jose,95130,Shared room in home,Shared room,1,1,1,4,Real Bed,718.1781305,100,65,6,15,30,60,90,365,39,97.4,9.74,9.8,9.74,9.8,9.34,9.7,strict
West University,t,Hollister,Tucson,95130,Entire home,Entire home/apt,4,1,1,2,Real Bed,718.1781305,1000,50,2,50,29,59,88,88,33,93.4,9.34,9.52,9.76,9.88,9.44,8.56,moderate
Burbank/Del Monte,t,San Jose,San Jose,95126,Entire condo,Entire home/apt,4,1,1,1,Real Bed,718.1781305,400,50,1,0,15,45,75,350,37,98.4,9.9,9.72,9.84,9.94,9.72,9.9,flexible
West Valley,t,Cupertino,Sacramento,95129,Entire condo,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,2,30,30,1,100,10,10,10,10,10,10,flexible
Palo Alto,t,Palo Alto,Palo Alto,94036,Entire home,Entire home/apt,1,1,1,1,Real Bed,718.1781305,100,20,1,0,0,17,47,136,192,98,9.82,9.92,9.92,9.98,9.86,9.82,flexible
West Valley,t,San Jose,San Jose,95130,Shared room in home,Shared room,1,1,1,4,Real Bed,718.1781305,100,50,1,0,19,49,79,354,52,98.4,9.7,9.66,9.8,9.92,9.5,9.76,flexible
Los Gatos,t,Los Gatos,Los Gatos,95008,Entire cottage,Entire home/apt,2,1,1,2,Real Bed,718.1781305,100,50,2,10,15,40,58,122,101,99.2,10,9.86,9.96,10,9.82,9.88,strict
Milpitas,f,Milpitas,Milpitas,95035,Private room in home,Private room,1,1,1,1,Futon,718.1781305,100,50,1,0,0,0,0,269,22,98.2,9.8,10,10,10,10,9.62,strict
Santa Clara,t,Santa Clara,Santa Clara,95051,Private room in rental unit,Private room,1,1,1,1,Real Bed,718.1781305,100,25,2,20,29,29,29,29,25,98.4,9.92,10,9.84,9.92,9.76,9.76,flexible
Berryessa,t,United States,United States,95131,Entire condo,Entire home/apt,7,1,3,3,Real Bed,718.1781305,100,50,1,0,13,31,54,322,54,91.4,9.62,9.14,9.66,9.52,9.52,9,flexible
Berryessa,t,San Jose,San Jose,95132,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,1000,20,1,0,30,60,90,365,5,92,9.2,8.8,9.6,9.6,9.6,9.2,strict
West Valley,t,San Jose,San Jose,95128,Entire loft,Entire home/apt,6,1,2,2,Real Bed,718.1781305,100,45,2,0,25,38,38,82,65,99.4,9.94,10,9.88,10,10,9.64,moderate
Cambrian/Pioneer,t,San Jose,San Jose,95118,Entire home,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,2,30,5,22,22,22,144,94.8,9.72,9.48,9.94,9.9,9.54,9.28,moderate
West Valley,t,San Jose,San Jose,95130,Shared room in home,Shared room,1,1,1,4,Real Bed,718.1781305,200,25,2,25,23,53,83,358,48,98.4,9.96,9.82,10,10,9.58,9.88,strict
Los Gatos,t,Los Gatos,Los Gatos,95032,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,25,2,8,0,0,0,261,35,94.2,9.88,9.94,9.88,9.7,9.58,9.18,moderate
Los Altos,f,Los Altos,Los Altos,94024,Private room in home,Private room,2,1,1,2,Real Bed,718.1781305,100,50,1,25,8,38,68,68,58,95.8,9.74,9.6,9.88,9.82,9.78,9.7,moderate
Santa Clara,t,Santa Clara,Santa Clara,95051,Entire home,Entire home/apt,6,1,2,2,Real Bed,718.1781305,100,50,1,0,14,31,61,336,152,99,9.86,9.92,9.9,9.96,9.76,9.9,flexible
Los Altos,f,Los Altos,Los Altos,94024,Entire home,Entire home/apt,6,1,4,4,Real Bed,718.1781305,100,50,1,30,0,0,0,77,35,91.4,9.38,8.68,9.82,9.66,9.88,8.92,moderate
Los Altos,t,Los Altos,Los Altos,94040,Entire home,Entire home/apt,6,1,3,3,Real Bed,718.1781305,100,50,1,0,0,0,0,48,6,93.4,10,9.34,9.34,9.34,9.34,9.34,flexible
Los Altos,f,Los Altos,Los Altos,94024,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,25,30,60,90,180,63,98,9.78,9.74,9.8,9.8,9.7,9.78,flexible
Los Altos,f,Los Altos,Los Altos,94024,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,150,65,3,20,19,49,79,169,48,95.4,9.66,9.58,9.8,9.84,9.76,9.5,moderate
Palo Alto,t,Palo Alto,Palo Alto,94301,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,30,0,0,0,261,114,94.8,9.76,9.56,9.7,9.76,9.8,9.28,strict
Santa Clara,t,Mountain View,San Francisco,94039,Shared room in home,Shared room,4,1,1,4,Real Bed,718.1781305,200,50,1,0,30,60,90,365,23,94.6,9,8.54,9.9,9.9,10,9.36,flexible
Mountain View,f,Mountain View,Mountain View,94039,Entire guest suite,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,13,41,71,161,450,97.6,9.8,9.86,9.9,9.92,9.72,9.6,flexible
Palo Alto,t,Palo Alto,Palo Alto,94303,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,5,2,0,0,0,11,11,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Berryessa,f,Berryessa,Berryessa,95132,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,300,60,2,15,0,0,0,0,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Burbank/Del Monte,t,San Jose,San Jose,95128,Private room in bungalow,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,87,36,92,9.48,9.32,9.88,9.66,9.08,9.14,moderate
Santa Clara,t,Mountain View,San Francisco,94039,Shared room in home,Shared room,3,1,1,4,Real Bed,718.1781305,100,50,1,0,30,60,90,365,14,91.4,9.28,9,9.86,9.72,9.86,9.28,strict
California,t,California,California,95129,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,250,50,2,25,30,60,90,365,7,91.4,7.72,9.42,9.42,9.42,9.72,8.86,strict
Santa Clara,t,Santa Clara,Los Altos,95054,Entire townhouse,Entire home/apt,6,1,3,5,Real Bed,718.1781305,100,50,2,25,12,36,50,317,137,97.4,9.86,9.78,9.94,9.88,9.84,9.5,flexible
Palo Alto,t,Palo Alto,Palo Alto,94306,Private room in townhouse,Private room,1,1,1,1,Real Bed,718.1781305,100,25,1,20,12,40,70,344,59,99.6,9.96,9.96,10,10,9.94,9.94,moderate
Los Altos,t,Los Altos,Los Altos,94022,Entire condo,Entire home/apt,2,1,1,1,Real Bed,718.1781305,500,50,1,0,0,0,0,261,32,98,9.62,9.8,9.74,9.88,9.68,9.62,strict
Santa Clara,t,Mountain View,San Francisco,94039,Shared room in home,Shared room,4,1,1,4,Real Bed,718.1781305,500,35,1,50,30,60,90,365,22,98.2,9.64,8.9,10,10,10,9.64,strict
Mountain View,t,Mountain View,Mountain View,94043,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,150,70,1,10,0,0,0,134,20,96,9.7,9.8,9.9,9.9,9.7,9.3,moderate
Sunnyvale,t,Sunnyvale,Sunnyvale,94085,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,4,10,40,220,38,94.8,9.78,9.22,9.68,9.58,9.64,9.68,moderate
Mountain View,t,Mountain View,Mountain View,94041,Private room in home,Private room,2,1,1,2,Real Bed,718.1781305,100,55,2,30,0,10,20,20,103,99.2,9.96,9.7,10,10,9.98,9.8,strict
North San Jose,t,Saratoga,California,95070,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,0,30,60,90,365,12,88.4,9.66,8,9.5,9.66,9.34,8.84,flexible
California,t,Saratoga,California,95070,Entire home,Entire home/apt,4,1,2,3,Real Bed,718.1781305,100,100,1,0,0,3,33,284,45,89.6,9.02,8.66,9.58,9.48,9.48,9.2,flexible
Los Gatos,t,Los Gatos,Los Gatos,95032,Entire rental unit,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,30,2,25,30,60,90,364,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,moderate
Palo Alto,t,Santa Clara,Santa Clara,94303,Entire rental unit,Entire home/apt,6,1,2,2,Real Bed,718.1781305,200,80,1,60,30,60,90,365,1,100,10,10,10,10,10,10,moderate
West Valley,t,San Jose,Taipei,95128,Entire loft,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,50,1,0,7,29,59,323,445,97.2,9.84,9.46,9.82,9.9,9.98,9.66,flexible
Mountain View,t,Mountain View,Mountain View,94041,Entire guesthouse,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,7,26,55,55,217,99,9.98,9.92,9.98,9.96,9.96,9.82,flexible
Alviso,t,San Jose,San Jose,95002,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,400,75,4,25,0,0,0,262,7,97.2,9.14,9.42,10,10,9.14,9.72,strict
Santa Clara,f,Mountain View,Mountain View,94040,Entire rental unit,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,15,1,0,4,34,64,154,11,96.4,10,9.64,9.46,10,10,9.46,strict
Berryessa,t,San Jose,California,95132,Entire home,Entire home/apt,5,1,3,3,Real Bed,718.1781305,100,15,1,0,0,0,0,45,44,93.4,9.52,9.34,9.86,9.9,9.34,9.14,moderate
Evergreen,t,San Jose,San Jose,95135,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,400,50,1,0,18,48,78,353,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Los Gatos,t,Los Gatos,Los Gatos,95032,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,20,1,20,0,0,0,261,11,83.6,9.1,8.9,9.1,9.1,9.46,8.36,moderate
Santa Clara,t,Santa Clara,Santa Clara,95054,Private room in townhouse,Private room,1,1,1,1,Real Bed,718.1781305,500,80,6,25,0,0,16,195,26,97.6,9.7,9.54,9.7,9.92,9.62,9.38,moderate
Santa Cruz,t,San Jose,Santa Clara,95126,Entire guest suite,Entire home/apt,4,1,1,3,Real Bed,718.1781305,100,50,1,0,15,35,43,318,126,93.2,9.52,9.6,9.76,9.8,9.5,9.18,strict
Mountain View,t,Santa Clara,California,95054,Entire home,Entire home/apt,6,1,3,4,Real Bed,718.1781305,200,30,1,0,17,47,77,166,134,99.4,9.92,9.96,9.96,9.94,9.78,9.78,strict
Palo Alto,t,Palo Alto,Palo Alto,94036,Entire guest suite,Entire home/apt,5,1,2,3,Real Bed,718.1781305,100,30,3,45,6,9,21,264,269,99.4,9.96,9.98,9.96,9.96,9.94,9.8,strict
Mountain View,t,Mountain View,Mountain View,94043,Entire guesthouse,Entire home/apt,2,1,1,1,Real Bed,718.1781305,150,20,1,0,24,54,84,359,350,97.8,9.84,9.8,9.92,9.84,9.82,9.68,moderate
Edenvale,t,San Jose,San Jose,95136,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,65,1,0,16,41,57,326,147,98,9.94,9.76,9.96,9.94,9.62,9.84,strict
Sunnyvale,f,Sunnyvale,California,94085,Entire home,Entire home/apt,3,1,3,3,Pull-out Sofa,718.1781305,100,50,1,50,0,0,22,297,78,88.4,9.36,8.26,9.52,9.74,9.26,9.34,moderate
Mountain View,f,Mountain View,Mountain View,94040,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,140,7,1,0,0,0,0,75,183,95,9.66,9.56,9.64,9.46,9.76,9.72,flexible
Shasta/Hanchett Park,t,San Jose,San Jose,95126,Entire cottage,Entire home/apt,3,1,2,2,Real Bed,718.1781305,100,20,1,0,14,37,67,157,81,99.8,10,10,9.98,9.98,9.96,9.88,moderate
Sunnyvale,t,Sunnyvale,San Francisco,94087,Private room in home,Private room,2,1,1,1,Pull-out Sofa,718.1781305,100,15,1,0,30,60,90,365,51,93.8,9.38,8.92,9.84,9.92,9.64,9.18,moderate
San Francisco,t,Milpitas,San Francisco,95035,Private room in home,Private room,1,1,3,1,Real Bed,718.1781305,100,50,1,0,10,40,70,343,2,100,10,10,10,10,10,10,flexible
Santa Clara,t,Mountain View,San Francisco,94041,Shared room in home,Shared room,4,1,1,4,Real Bed,718.1781305,200,55,2,45,30,60,90,365,23,98.2,9.48,8.78,9.74,9.92,9.92,8.96,flexible
Downtown,t,San Jose,San Jose,95112,Entire home,Entire home/apt,4,1,2,2,Real Bed,718.1781305,750,50,1,0,14,34,51,51,204,98.6,9.88,9.92,9.96,9.98,9.64,9.76,moderate
Evergreen,t,San Jose,San Jose,95148,Entire guest suite,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,10,0,6,36,311,177,99,9.92,9.96,9.9,9.92,9.66,9.84,strict
Santa Cruz,t,San Jose,Santa Clara,95053,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,0,30,60,89,364,3,93.4,9.34,9.34,9.34,9.34,9.34,9.34,flexible
Santa Clara,t,Santa Clara,Santa Clara,95150,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,0,4,100,10,10,10,10,10,10,flexible
Palo Alto,t,Palo Alto,Palo Alto,94036,Entire home,Entire home/apt,1,1,1,1,Real Bed,718.1781305,100,50,1,0,1,1,1,1,250,99.2,9.98,9.96,9.96,9.96,9.92,9.74,moderate
Mountain View,t,Mountain View,Mountain View,94039,Entire home,Entire home/apt,6,1,3,6,Real Bed,718.1781305,100,15,1,0,20,50,80,355,69,98.8,9.86,9.64,9.98,9.98,9.98,9.62,flexible
Santa Clara,f,Santa Clara,Mountain View,95051,Entire townhouse,Entire home/apt,6,1,3,3,Couch,718.1781305,200,50,3,30,0,15,45,134,18,91.2,9.12,9.44,8.88,9,9.34,8.88,strict
West Valley,t,San Jose,San Jose,95128,Entire condo,Entire home/apt,3,1,1,1,Real Bed,718.1781305,100,50,1,0,18,48,78,353,65,96,9.68,9.84,9.96,9.94,9.96,9.5,flexible
North San Jose,t,San Jose,Salem,95134,Entire rental unit,Entire home/apt,4,1,1,2,Real Bed,718.1781305,100,50,2,25,0,0,0,0,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Los Gatos,t,Los Gatos,Los Gatos,95030,Entire rental unit,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,15,1,0,0,0,4,183,49,98.4,9.92,9.78,10,10,10,9.74,strict
Monte Sereno,t,Monte Sereno,Monte Sereno,95030,Private room in guesthouse,Private room,2,1,1,1,Real Bed,718.1781305,100,30,1,0,3,7,16,194,206,98.6,9.92,9.98,9.96,9.96,9.96,9.82,strict
Rose Garden,t,San Jose,California,95126,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,150,50,2,0,1,1,1,1,11,94.6,10,9.8,10,10,10,9.56,strict
Los Altos,t,Los Altos,Los Altos,94022,Entire guest suite,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,30,60,85,175,161,99.2,9.9,9.94,9.94,9.96,9.82,9.66,flexible
Los Altos,f,Los Altos,Los Altos,94024,Entire guest suite,Entire home/apt,1,1,1,1,Real Bed,718.1781305,200,50,1,30,1,1,1,78,5,84,9.2,8,10,10,10,10,moderate
Mountain View,t,Mountain View,Mountain View,94041,Entire townhouse,Entire home/apt,7,1,3,3,Real Bed,718.1781305,100,50,1,0,27,55,84,359,49,90.6,9.06,9.26,9.18,9.2,9.1,8.66,strict
North San Jose,t,San Jose,San Jose,95134,Entire condo,Entire home/apt,3,1,1,1,Real Bed,718.1781305,100,85,4,20,6,21,51,133,331,95.6,9.76,9.48,9.8,9.88,9.76,9.54,strict
Los Altos,f,Los Altos,Los Altos,94024,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,60,30,60,90,180,69,98.6,9.88,9.88,9.98,9.98,9.68,9.62,strict
Santa Clara,t,Santa Clara,Santa Clara,95054,Entire home,Entire home/apt,8,1,2,3,Real Bed,718.1781305,250,50,1,0,30,60,90,365,39,98.4,9.78,9.68,9.94,9.84,9.78,9.64,flexible
Mountain View,t,Mountain View,Mountain View,94040,Entire rental unit,Entire home/apt,4,1,1,1,Real Bed,718.1781305,100,85,4,20,0,0,0,264,45,97.8,9.86,9.56,9.92,9.86,9.92,9.68,strict
Sunnyvale,t,Sunnyvale,Sunnyvale,94085,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,250,7,37,67,247,46,94.8,9.74,9.44,9.86,9.78,9.6,9.66,strict
West Valley,t,San Jose,San Jose,95130,Private room in bungalow,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,118,332,99.4,9.96,9.86,9.98,9.98,9.88,9.9,moderate
Los Altos,t,Los Altos,United States,94022,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,300,75,2,25,27,57,87,87,12,98.4,9.66,9.5,9.66,9.84,9.66,9.5,strict
Santa Clara,t,Santa Clara,Santa Clara,95054,Entire home,Entire home/apt,8,1,3,3,Real Bed,718.1781305,100,20,1,0,30,60,90,365,21,97.2,9.72,9.62,10,10,9.9,9.62,flexible
Downtown,t,San Jose,San Jose,95192,Private room in rental unit,Private room,1,1,1,1,Real Bed,718.1781305,200,60,1,20,0,1,1,227,416,91.2,9.56,8.78,9.72,9.76,9.76,9.3,strict
South San Jose,t,San Jose,San Jose,95121,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,10,28,58,88,363,15,97.4,9.74,9.74,10,9.86,9.06,9.6,flexible
Sunnyvale,t,Sunnyvale,Sunnyvale,94807,Private room in townhouse,Private room,2,1,1,1,Real Bed,718.1781305,100,30,1,0,0,0,1,276,131,94.6,9.74,9.42,9.78,9.82,9.78,9.62,flexible
Mountain View,t,Mountain View,Mountain View,94043,Entire rental unit,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,4,4,4,26,5,92,9.6,9.6,8.8,9.6,9.2,9.2,flexible
Edenvale,t,San Jose,San Jose,95136,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,300,135,5,40,0,30,60,335,104,98.6,9.96,9.8,9.94,9.8,9.8,9.94,moderate
Cambrian/Pioneer,f,San Jose,San Jose,95124,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,12,1,0,0,18,48,100,49,98.8,9.76,9.76,9.96,9.88,9.88,9.8,strict
Palo Alto,t,Palo Alto,Palo Alto,94303,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,2,20,0,0,0,49,333,98.4,9.9,9.9,9.9,9.9,9.8,9.74,flexible
Palo Alto,t,Palo Alto,Palo Alto,94306,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,20,0,0,0,275,59,95.6,9.72,9.38,9.9,9.9,9.9,9.52,strict
Los Gatos,t,Los Gatos,Los Gatos,95030,Entire rental unit,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,2,16,46,225,41,98,9.86,9.6,9.9,10,9.9,9.46,flexible
West Valley,t,Cupertino,Cupertino,95129,Private room in rental unit,Private room,2,1,1,1,Real Bed,718.1781305,500,50,1,0,0,0,0,0,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Santa Clara,t,Santa Clara,Santa Clara,95051,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,0,30,60,90,270,6,96.6,9,10,10,9.66,9.34,9,flexible
South San Jose,t,San Jose,San Jose,95121,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,300,80,3,20,28,58,88,363,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Palo Alto,t,Palo Alto,San Francisco,94303,Entire rental unit,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,90,5,20,0,0,17,17,36,97.2,9.72,9.88,9.56,9.94,9.34,9.62,strict
Mountain View,t,Mountain View,San Francisco,94043,Private room in townhouse,Private room,1,1,1,1,Real Bed,718.1781305,200,18,1,25,3,3,3,25,60,99.6,9.94,10,10,10,9.9,9.9,strict
San Jose,t,San Jose,San Jose,95014,Entire condo,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,50,1,10,30,60,90,364,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,moderate
Edenvale,t,San Jose,San Jose,95136,Entire home,Entire home/apt,6,1,3,3,Real Bed,718.1781305,100,60,4,25,14,44,74,348,19,87,8.7,7.88,9.64,9.76,9.42,8.48,strict
Los Gatos,f,Los Gatos,Los Gatos,95030,Entire guesthouse,Entire home/apt,1,1,1,1,Real Bed,718.1781305,100,25,1,20,5,12,21,116,71,98.4,9.88,9.82,9.94,10,9.98,9.92,strict
Central San Jose,t,San Jose,San Jose,95113,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,35,2,20,50,325,44,93.6,9.64,9.12,9.9,9.9,9.34,9.44,strict
Central San Jose,t,San Jose,San Jose,95110,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,500,150,8,25,2,2,2,2,37,89.2,9.66,8.62,9.66,9.72,9.22,9.16,moderate
Sunnyvale,t,Sunnyvale,Sunnyvale,94085,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,0,11,41,71,251,29,95.2,9.8,9.44,9.86,9.94,9.58,9.58,flexible
Palo Alto,t,Palo Alto,Palo Alto,94301,Private room in home,Private room,1,1,1,1,Couch,718.1781305,300,20,1,100,0,0,0,261,121,99,9.9,9.86,9.92,9.9,9.86,9.64,flexible
Cupertino,t,Cupertino,Cupertino,95014,Entire guesthouse,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,75,1,20,0,0,8,282,46,97.4,9.74,9.48,9.86,9.74,9.86,9.7,strict
West Valley,t,San Jose,San Jose,95129,Private room in guest suite,Private room,2,1,1,1,Real Bed,718.1781305,500,60,1,0,0,0,0,261,28,98.6,9.86,9.86,9.92,9.92,9.86,9.64,strict
Palo Alto,t,Palo Alto,Palo Alto,94301,Entire rental unit,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,15,1,10,12,37,58,90,167,95.6,9.68,9.68,9.88,9.9,9.96,9.32,strict
Palo Alto,f,Palo Alto,Palo Alto,94301,Entire guest suite,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,15,1,20,0,2,2,2,47,99.2,9.92,9.82,10,10,9.96,9.78,flexible
Palo Alto,t,Palo Alto,Palo Alto,94306,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,65,1,18,0,0,16,291,22,99,9.8,9.24,10,10,10,9.54,strict
Palo Alto,f,Palo Alto,Palo Alto,94301,Entire cottage,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,15,1,30,3,33,62,62,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Palo Alto,t,Palo Alto,Palo Alto,94036,Entire guest suite,Entire home/apt,2,1,1,1,Real Bed,718.1781305,200,50,2,14,11,37,67,342,353,98,9.84,9.9,9.94,9.92,9.94,9.68,strict
Alum Rock,t,San Jose,San Jose,95127,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,20,1,30,0,0,0,0,71,99.4,9.94,10,10,10,9.92,9.98,moderate
Alum Rock,t,San Jose,San Jose,95127,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,0,72,100,9.98,9.98,10,10,9.92,10,moderate
Edenvale,t,San Jose,San Jose,95136,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,200,50,2,0,3,20,20,191,46,99.2,9.86,9.86,9.96,9.96,9.64,9.86,strict
Cupertino,t,Cupertino,Cupertino,95129,Entire home,Entire home/apt,1,1,1,1,Real Bed,718.1781305,120,10,1,0,1,1,16,105,179,98,9.96,9.94,9.92,9.86,9.86,9.78,flexible
Palo Alto,t,Palo Alto,Palo Alto,94303,Entire home,Entire home/apt,5,1,3,4,Real Bed,718.1781305,100,85,1,0,26,53,83,358,115,93,9.48,9.4,9.88,9.86,9.46,9.1,strict
Santa Clara,t,Santa Clara,Santa Clara,95050,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,1000,30,1,0,0,0,0,0,113,94.6,9.72,9.5,9.9,9.94,9.68,9.46,strict
Edenvale,t,San Jose,San Jose,95123,Private room in townhouse,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,0,131,97.8,9.84,9.86,9.88,9.92,9.48,9.76,flexible
San Jose,t,San Jose,San Jose,95120,Entire home,Entire home/apt,6,1,4,5,Real Bed,718.1781305,350,20,1,15,13,13,17,159,47,97.8,9.88,9.7,9.92,9.96,9.66,9.36,moderate
